"Data Export Generated on Thu Nov 02 02:10:37 PDT 2017"
"Survey ID 5742959"
"Response ID","IP Address","Timestamp (MM/dd/yyyy)","Duplicate","Time Taken to Complete (Seconds)","Seq. Number","External Reference","Custom Variable 1","Custom Variable 2","Custom Variable 3","Custom Variable 4","Custom Variable 5","Custom Variable 6","Custom Variable 7","Custom Variable 8","Custom Variable 9","Custom Variable 10","Respondent Email","Email List","Country Code","Region","1 - Q19","2 - Q15","3 - Q20","3 - Q20","4 - staff_type","5 - diaverum expected","6 - diaverum tools","7 - diaverum motivated","8 - diaverum support","9 - diaverum strategy","10 - diaverum contribute","11 - diaverum valued","12 - diaverum achieve","13 - diaverum improve quality","14 - Diaverum like to work","15 - diaverum feedback","16 - diaverum recommend","17 - free_text","18 - Q19",""
"28808933","212.247.96.201","10/24/2017 02:05:47","0","138","1","","","","","Kazakhstan","Temirtau","","","","","7","","","SE","27","","","10","331","2","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"28808963","194.181.81.36","10/24/2017 02:07:27","0","177","1","","","","","Poland","Koscierzyna","","","","","120","","","PL","78","","","13","10","1","4","4","3","2","4","5","3","4","3","4","4","4","","",""
"28809062","93.113.0.19","10/24/2017 02:13:18","0","88","1","","","","","Romania","Oradea","","","","","180","","","RO","10","","","15","284","1","4","5","4","4","4","4","4","5","5","4","4","4","","",""
"28809069","217.116.5.89","10/24/2017 02:13:46","0","237","1","","","","","Spain","Burjasot","","","","","4","","","ES","","","","18","38","1","4","4","5","4","4","5","3","4","5","5","5","5","Recomendaría en las salas de 10 pacientes, dividir los pacientes para los enfermeros,y que cada uno se encargue de sus cinco pacientes, gracias a ello se controlarían y los conoceríamos mejor.","",""
"28809086","93.113.0.19","10/24/2017 02:15:00","0","256","1","","","","","Romania","Oradea","","","","","180","","","RO","10","","","15","284","2","5","5","4","4","5","4","5","5","4","4","4","4","Calitatea actului medical!
Salari mai mari!","",""
"28809094","212.247.96.201","10/24/2017 02:15:29","0","243","1","","","","","UK","Crawley","","","","","0","","","SE","27","","","20","74","2","3","1","3","2","2","4","2","3","4","4","3","2","I get satisfaction from helping patients but do not feel Diaverum supply enough support to enable me to do this to the best of my ability. ","",""
"28809129","212.247.96.201","10/24/2017 02:17:54","0","326","1","","","","","Russia","Ufa","","","","","7","","","SE","27","","","16","363","1","2","4","2","4","5","5","4","2","2","4","4","4","","",""
"28809209","194.181.81.36","10/24/2017 02:21:57","0","407","1","","","","","Poland","Koscierzyna","","","","","120","","","PL","78","","","13","10","1","5","4","4","2","5","5","3","4","5","4","4","4","Wskazana jest poprawa współpracy z oddziałami chirurgicznymi w kwestii wyknywania dostępów naczyniowych do hemodializy.","",""
"28809234","212.247.96.201","10/24/2017 02:23:40","0","4","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28809249","212.247.96.201","10/24/2017 02:24:02","0","281","1","","","","","UK","Ipswich","","","","","0","","","SE","27","","","20","79","1","5","3","4","3","3","4","3","4","4","4","4","3","it is hard to say or make judgement as we are still in transition from the previous company, what is proposed by Diaverum looks and sounds good, so I remain open minded and at present remain positive about working for the company","",""
"28809306","109.0.186.1","10/24/2017 02:26:31","0","388","1","","","","","France","Angers","","","","","2","","","FR","","","","6","100","1","4","2","3","3","3","4","1","4","4","3","1","3","l'encadrement ne connaisse pas l'équité et l'impartialité. Les problèmes ou l'accès à un poste ne sera pas traité de la même façon si vous êtes 'proches' ou non de l'encadrement. Ce type de management est nocif pour la cohésion d'équipe et contre productive. elle coupe toute envie de s'impliquer dans l'entreprise. Il est plus qu'urgent, il est primordial que l'encadrement suivent DES formations sur l'importance de l'équité et la bienveillance dans le management. Pour finir je compte sur vous pour que suite à ce commentaire, vous cherchiez à comprendre ce qui est écrit plutot que de chercher qui l'a écrit....ce qui monterait un état d'esprit prouvant qu'il ya un refus de se remettre en cause. ","",""
"28809341","93.113.0.19","10/24/2017 02:28:07","0","278","1","","","","","Romania","Oradea","","","","","180","","","RO","10","","","15","284","2","5","5","5","5","5","5","5","5","5","5","5","5","Toate aspectele sunt bune. Ar fi necesar mai mult personal.","",""
"28809408","217.116.5.89","10/24/2017 02:31:13","0","359","1","","","","","Spain","Nephros","","","","","4","","","ES","","","","18","56","1","4","4","2","2","3","4","4","3","4","4","4","3","Que es una forma honrada de ganarse la vida. En líneas generales corresponde con la preparación que había recibido.
Es díficil que la empresa pueda mejorar las condicones actuales de trabajo. Tal vez con algún incremento salarial, pero con mucha incertidumbre.","",""
"28809467","201.216.245.145","10/24/2017 02:33:28","0","821","1","","","","","Argentina","Inst. Priv.de Nefr - El Dorado","","","","","4","","","AR","07","","","1","172","1","5","5","4","4","4","5","4","5","5","5","3","4"," Lo bueno de este trabajo que constantemente estamos instruyéndonos ,en la calidad de atención al paciente, tenemos los medios e insumos necesario.
   Respecto al equipo, que los coordinadores, muestren mas interés en la interrelación de los turnos, fomentando mejor ambiente laboral.","",""
"28809536","213.63.135.82","10/24/2017 02:36:57","0","8","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28809746","212.247.96.201","10/24/2017 02:47:03","0","324","1","","","","","Kazakhstan","Balkhash","","","","","272","","","SE","27","","","10","317","2","4","4","4","4","4","4","4","4","4","4","2","4","","",""
"28809798","213.63.135.82","10/24/2017 02:48:42","0","12","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28809806","213.63.135.82","10/24/2017 02:49:21","0","93","1","","","","","Portugal","Unidade da Régua","","","","","5","","","PT","14","","","14","216","1","5","5","","","","","","","","","","","","",""
"28809817","213.63.135.82","10/24/2017 02:50:03","0","255","1","","","","","Portugal","Hemoatlântico Gaia","","","","","5","","","PT","14","","","14","210","1","4","3","5","4","3","4","4","4","4","5","5","4","Equipa jovem.
Trabalho que exige dinâmica e conhecimentos específicos.
","",""
"28809838","213.63.135.82","10/24/2017 02:50:59","0","96","1","","","","","Portugal","Unidade da Régua","","","","","5","","","PT","14","","","14","216","1","5","5","5","5","5","5","4","5","5","5","5","5","A melhorar:
Excessiva burocratização do trabalho.
","",""
"28809851","217.116.5.89","10/24/2017 02:52:11","0","79","1","","","","","Spain","Torremolinos","","","","","4","","","ES","","","","18","66","2","","","","","","","","","","","","","","",""
"28809955","213.63.135.82","10/24/2017 02:57:24","0","13","1","","","","","","","","","","","","","","PT","14","","","","","","","","","","","","","","","","","","","",""
"28810033","217.116.5.89","10/24/2017 03:01:28","0","272","1","","","","","Spain","Baix Llobregat","","","","","0","","","ES","","","","18","37","2","5","4","4","3","4","4","3","4","4","4","3","4","Provides good working team
Would like to receive more feedback from my manager on the quality of my work","",""
"28810245","212.247.96.201","10/24/2017 03:11:13","0","175","1","","","","","Russia","Ufa","","","","","7","","","SE","27","","","16","363","2","4","4","2","2","2","4","4","4","2","4","5","4","","",""
"28810294","93.113.0.19","10/24/2017 03:13:14","0","175","1","","","","","Romania","Calarasi","","","","","180","","","RO","10","","","15","274","2","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"28810367","93.113.0.19","10/24/2017 03:16:29","0","91","1","","","","","Romania","Sema Park","","","","","180","","","RO","10","","","15","290","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28810423","93.113.0.19","10/24/2017 03:19:16","0","253","1","","","","","Romania","Braila","","","","","180","","","RO","10","","","15","270","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28810488","109.0.186.1","10/24/2017 03:22:28","0","132","1","","","","","France","Angers","","","","","2","","","FR","","","","6","100","2","4","3","4","3","3","4","2","3","3","3","4","3","","",""
"28810526","212.247.96.201","10/24/2017 03:24:27","0","289","1","","","","","Spain","Nuestra Sra. de la Cabeza (Mot","","","","","4","","","SE","27","","","18","57","2","4","4","4","3","4","4","3","4","4","4","4","4","","",""
"28810537","213.63.135.82","10/24/2017 03:24:44","0","243","1","","","","","Portugal","Unidade da Prelada","","","","","5","","","PT","14","","","14","203","1","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"28810602","109.0.186.1","10/24/2017 03:27:44","0","231","1","","","","","France","Mulhouse","","","","","2","","","FR","","","","6","111","2","5","5","4","4","4","4","4","5","5","5","5","5","","",""
"28810647","181.90.146.133","10/24/2017 03:29:29","0","568","1","","","","","Argentina","Inst. Priv. de Nefr. - Iguazu","","","","","4","","","AR","","","","1","194","1","1","5","1","1","1","4","1","1","3","5","3","1","Últimamente nada es bueno no hay compromiso te realizan persecución de los directivos más altos. Este lugar no era así hace unos años atrás ","",""
"28810664","201.216.245.145","10/24/2017 03:30:37","0","285","1","","","","","Uruguay","Intir","","","","","4","","","AR","07","","","21","29","1","5","4","4","4","4","4","4","4","4","4","4","4","Es buena la organizacion, la supervision del trabajo, se podria mejorar pequeñas limitantes en el dia a dia con cosas que no tienen realmente un valor material importante.","",""
"28810722","93.113.0.19","10/24/2017 03:33:23","0","58","1","","","","","Romania","Sema Park","","","","","180","","","RO","10","","","15","290","2","5","5","5","5","5","5","5","5","5","5","5","5","","",""
"28810740","194.181.81.36","10/24/2017 03:34:06","0","318","1","","","","","Poland","Przemysl","","","","","120","","","PL","78","","","13","18","1","5","5","5","4","5","5","5","5","5","5","5","4","mogę polegać na kierownictwie
atmosfera jest przyjazna","",""
"28810809","201.187.67.203","10/24/2017 03:37:25","0","270","1","","","","","Chile","Cidial","","","","","4","","","CL","06","","","3","226","1","4","2","4","4","4","4","4","4","4","4","4","4","Se trabaja tranquilo, se cuenta con apoyo de la jefatura.
Se necesitan más recursos para mejorar infraestructura.","",""
"28810926","93.113.0.19","10/24/2017 03:42:24","0","25","1","","","","","","","","","","","","","","RO","10","","","","","","","","","","","","","","","","","","","",""
"28811088","212.247.96.201","10/24/2017 03:49:41","0","29","1","","","","","","","","","","","","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28811103","212.247.96.201","10/24/2017 03:50:12","0","6","1","","","","","Portugal","","","","","","5","","","SE","27","","","","","","","","","","","","","","","","","","","",""
"28811301","194.181.81.36","10/24/2017 03:59:53","0","348","1","","","","","Poland","Warszawa Chocimska","","","","","120","","","PL","78","","","13","24","1","4","4","1","1","3","3","2","1","1","3","1","1","brak poprawnej komunikacji między personelem a kierownictwem
brak motywacji w formie premii, podwyżek
mała ilość pielęgniarek na dyżurach
","",""
"28811334","213.63.135.82","10/24/2017 04:01:08","0","167","1","","","","","Portugal","DV - Diálises do Vouga","","","","","5","","","PT","14","","","14","208","2","4","4","1","3","4","5","1","2","2","3","1","2","","",""
"28811660","93.113.0.19","10/24/2017 04:12:16","0","258","1","","","","","Romania","Fundeni","","","","","180","","","RO","10","","","15","278","1","5","5","5","5","5","5","5","5","5","5","5","4","","",""
"28811671","93.113.6.19","10/24/2017 04:12:27","0","173","1","","","","","Romania","Oradea","","","","","180","","","RO","10","","","15","284","2","5","5","5","4","5","5","5","5","5","5","5","5","Colaborare între echipa","",""
"28811683","93.113.0.19","10/24/2017 04:12:59","0","200","1","","","","","Romania","Brasov","","","","","180","","","RO","10","","","15","271","2","4","4","4","5","2","5","4","5","4","5","3","3","","",""
"28811832","93.113.0.19","10/24/2017 04:18:17","0","126","1","","","","","Romania","Brasov","","","","","180","","","RO","10","","","15","271","2","5","5","5","5","5","5","5","5","5","5","5","4","","",""
"28811884","93.113.0.19","10/24/2017 04:20:05","0","205","1","","","","","Romania","Focsani","","","","","180","","","RO","10","","","15","277","1","4","4","4","4","4","4","4","4","4","4","4","4","","",""
"28811950","109.0.186.1","10/24/2017 04:22:10","0","248","1","","","","","France","Diaverum France GIE","","","","","2","","","FR","","","","6","117","2","5","4","5","4","4","4","4","4","4","5","5","5","","",""
"28812339","212.247.96.201","10/24/2017 04:32:07","0","173","1","","","","","Kazakhstan","Taldykorgan","","","","","7","","","SE","27","","","10","329","2","4","5","4","4","4","4","4","4","4","4","4","4","Компания заботиться о моем дне полностью (питание, форма, обувь)","",""
"28812447","93.113.0.19","10/24/2017 04:35:10","0","165","1","","","","","Romania","Fundeni","","","","","180","","","RO","10","","","15","278","1","5","4","5","4","4","4","4","4","4","4","4","4","","",""
"28812490","80.190.130.194","10/24/2017 04:36:24","0","98","1","","","","","Germany","Grimmen","","","","","1","","","DE","02","","","7","300","1","5","4","5","3","5","5","5","5","5","4","5","4","","",""
"28812514","213.63.135.82","10/24/2017 04:37:15","0","476","1","","","","","Portugal","Hemoatlântico Braga","","","","","5","","","PT","14","","","14","196","2","5","4","4","4","4","5","4","4","4","5","5","4","Tento fazer o meu melhor para satisfazer o vem estar dos doentes.
agradecia que aumentassem ordenado.","",""
"28812554","82.131.160.39","10/24/2017 04:38:12","0","142","1","","","","","Hungary","Zalaegerszeg","","","","","130","","","HU","","","","8","99","1","4","4","5","5","5","5","4","4","5","5","5","5","","",""
"28812602","109.0.186.1","10/24/2017 04:39:55","0","13","1","","","","","France","Arles","","","","","2","","","FR","","","","6","101","2","","","","","","","","","","","","","","",""
"28812646","181.90.146.133","10/24/2017 04:41:26","0","658","1","","","","","Argentina","Inst. Priv. de Nefr. - Iguazu","","","","","4","","","AR","","","","1","194","1","4","5","4","4","3","4","4","2","4","4","4","4","","",""
"28812766","93.113.0.19","10/24/2017 04:45:18","0","172","1","","","","","Romania","Galati","","","","","180","","","RO","10","","","15","279","1","4","4","4","3","4","5","3","5","5","3","3","4","mediul de lucru","",""
